Id,carat,cut,color,clarity,depth,table,price,x,y,z
21260,0.33,Ideal,H,VVS2,61.9,55.0,666,4.45,4.47,2.76
21261,0.41,Ideal,D,SI1,60.3,57.0,1015,4.86,4.82,2.92
21262,1.18,Ideal,I,VS1,62.2,57.0,5551,6.76,6.72,4.19
21263,0.3,Premium,F,VS2,62.5,58.0,605,4.26,4.28,2.67
21264,0.3,Premium,H,VVS1,62.0,59.0,878,4.29,4.26,2.65
21265,0.5,Ideal,D,VS2,61.8,56.0,1893,5.11,5.14,3.16
21266,0.24,Ideal,F,VVS2,62.6,57.0,552,3.93,3.96,2.47
21267,0.95,Very Good,J,VS2,63.5,56.0,3314,6.24,6.27,3.97
21268,0.53,Good,D,VS2,58.4,58.0,1625,5.31,5.38,3.12
21269,1.15,Very Good,D,SI2,61.8,61.0,5186,6.62,6.69,4.11
21270,1.55,Ideal,F,SI1,61.3,56.0,11011,7.45,7.49,4.58
21271,1.01,Fair,H,SI1,64.6,55.0,4191,6.29,6.25,4.05
21272,0.32,Very Good,I,VS1,63.2,54.0,648,4.42,4.38,2.78
21273,0.3,Very Good,J,VS1,61.9,56.0,394,4.28,4.32,2.66
21274,0.5,Premium,D,SI1,62.5,58.0,1279,5.06,4.98,3.14
21275,0.58,Ideal,E,VS2,62.3,54.0,1683,5.39,5.43,3.37
21276,1.58,Premium,G,VS1,62.4,60.0,14451,7.46,7.38,4.63
21277,0.9,Very Good,F,VS1,62.5,58.0,4961,6.1,6.15,3.83
21278,0.7,Good,F,VS2,59.1,61.0,2846,5.76,5.84,3.43
21279,1.23,Ideal,G,VS2,61.5,54.0,7988,6.89,6.92,4.25
21280,0.5,Good,F,SI2,57.7,62.0,984,5.22,5.18,3.0
21281,1.51,Premium,E,VS2,60.7,60.0,14709,7.37,7.46,4.5
21282,0.34,Ideal,D,VS2,60.6,57.0,805,4.51,4.53,2.74
21283,0.34,Premium,H,VVS1,61.1,59.0,995,4.52,4.48,2.75
21284,0.43,Ideal,I,VVS2,62.6,57.0,874,4.79,4.82,3.01
21285,1.0,Ideal,E,SI1,62.8,54.2,5728,6.32,6.4,4.01
21286,0.9,Very Good,H,VVS1,63.5,57.0,4485,6.02,6.07,3.84
21287,0.9,Very Good,F,SI2,61.1,54.0,3519,6.27,6.29,3.84
21288,0.77,Ideal,H,VS2,62.4,56.0,2479,5.89,5.85,3.66
21289,0.51,Ideal,F,VVS2,61.7,56.0,1998,5.12,5.15,3.17
21290,0.38,Very Good,D,VVS2,59.1,59.9,1225,4.71,4.75,2.79
21291,1.34,Very Good,J,VS1,61.7,59.0,6237,7.03,7.14,4.37
21292,1.12,Ideal,G,VS1,62.5,54.0,8394,6.65,6.69,4.17
21293,1.0,Very Good,H,SI2,60.8,60.0,4496,6.44,6.49,3.93
21294,1.02,Ideal,E,SI2,62.7,57.0,4585,6.35,6.44,4.01
21295,0.3,Ideal,D,SI1,62.0,56.0,709,4.34,4.3,2.68
21296,0.32,Ideal,G,VVS2,61.2,58.0,698,4.39,4.43,2.7
21297,0.92,Premium,H,SI1,62.2,58.0,3675,6.19,6.23,3.86
21298,1.17,Ideal,G,VVS2,61.2,56.0,9289,6.77,6.85,4.17
21299,1.0,Fair,I,SI1,66.0,56.0,2912,6.31,6.24,4.13
21300,1.02,Premium,F,SI1,61.4,58.0,5369,6.48,6.41,3.96
21301,0.55,Ideal,G,VVS2,62.3,53.0,1799,5.27,5.29,3.29
21302,1.0,Fair,I,SI1,66.3,61.0,2875,6.08,6.03,4.01
21303,0.92,Premium,G,SI2,58.4,58.0,3648,6.4,6.34,3.73
21304,0.52,Ideal,E,VS2,62.1,56.0,1694,5.2,5.17,3.22
21305,0.52,Premium,D,VS2,59.4,61.0,1828,5.24,5.23,3.11
21306,0.32,Very Good,G,VVS2,62.6,58.0,730,4.35,4.37,2.73
21307,0.43,Ideal,G,VS1,62.3,56.0,943,4.82,4.85,3.01
21308,0.71,Good,E,SI2,57.5,58.0,1783,5.91,5.89,3.39
21309,0.31,Premium,H,VS2,62.5,60.0,628,4.36,4.31,2.71
21310,0.7,Very Good,D,VS1,62.8,59.0,3247,5.63,5.68,3.55
21311,0.32,Premium,D,SI1,60.4,58.0,756,4.47,4.44,2.69
21312,0.36,Very Good,F,VS2,63.1,57.0,708,4.53,4.51,2.85
21313,1.12,Premium,H,SI2,62.4,58.0,4250,6.63,6.58,4.12
21314,1.0,Premium,G,VS2,61.6,54.0,6216,6.49,6.46,3.99
21315,0.6,Fair,F,VVS2,60.1,66.0,2484,5.48,5.44,3.28
21316,0.9,Premium,G,SI2,59.9,58.0,3492,6.22,6.27,3.74
21317,1.14,Very Good,G,VS2,63.2,56.0,6435,6.67,6.63,4.2
21318,0.33,Good,H,SI2,63.5,57.0,416,4.36,4.39,2.78
21319,0.76,Ideal,G,VS1,61.3,54.0,3648,5.88,5.94,3.62
21320,0.3,Premium,H,VVS1,62.3,58.0,878,4.32,4.29,2.68
21321,1.02,Very Good,F,VS2,63.3,58.0,6007,6.36,6.38,4.03
21322,0.52,Ideal,E,VS1,62.5,56.0,1793,5.16,5.11,3.21
21323,0.9,Very Good,F,SI1,62.7,59.0,4119,6.12,6.16,3.85
21324,2.03,Good,H,SI2,59.6,61.0,14720,8.16,8.21,4.88
21325,0.5,Premium,G,VS1,62.2,59.0,1746,5.09,5.04,3.15
21326,1.15,Premium,E,SI2,61.7,60.0,4328,6.78,6.7,4.16
21327,1.0,Good,D,SI2,64.0,59.0,3569,6.24,6.29,4.01
21328,1.72,Ideal,I,VS2,62.8,57.0,11226,7.69,7.63,4.81
21329,1.01,Good,F,VS2,62.5,62.0,6089,6.32,6.38,3.97
21330,0.36,Very Good,F,VS2,61.3,59.0,741,4.55,4.6,2.79
21331,0.39,Very Good,F,VVS2,63.5,58.0,1058,4.65,4.61,2.94
21332,0.43,Ideal,G,VS1,61.9,55.0,1008,4.86,4.84,3.0
21333,0.7,Fair,H,VS1,67.2,55.0,1811,5.48,5.54,3.7
21334,0.78,Ideal,E,SI1,62.7,55.0,3067,5.87,5.9,3.69
21335,0.32,Ideal,J,SI1,62.3,57.0,499,4.44,4.33,2.73
21336,0.58,Ideal,J,VS1,61.9,58.0,1324,5.31,5.35,3.3
21337,0.43,Very Good,G,SI1,63.1,58.0,903,4.79,4.75,3.01
21338,0.9,Premium,F,VS2,62.7,54.0,4229,6.13,6.11,3.84
21339,0.51,Premium,G,VVS2,60.9,61.0,2035,5.17,5.11,3.13
21340,1.01,Very Good,H,SI1,63.4,55.0,4249,6.32,6.27,3.99
21341,0.79,Ideal,E,SI1,62.1,54.0,3107,5.92,5.96,3.69
21342,0.3,Very Good,H,VVS1,62.2,58.0,684,4.26,4.29,2.66
21343,1.0,Ideal,I,SI2,58.8,55.0,3629,6.53,6.46,3.82
21344,1.0,Premium,I,VS1,60.3,62.0,3763,6.46,6.41,3.88
21345,0.31,Premium,G,SI2,62.3,57.0,523,4.37,4.33,2.71
21346,0.32,Ideal,F,VVS2,62.1,54.0,739,4.42,4.44,2.75
21347,1.24,Ideal,J,SI1,61.9,56.0,5125,6.95,6.88,4.28
21348,1.01,Good,D,VS2,64.5,58.0,6449,6.27,6.31,4.06
21349,1.12,Ideal,F,SI1,61.7,56.0,7812,6.64,6.68,4.11
21350,1.01,Premium,E,SI2,62.8,57.0,4054,6.41,6.36,4.01
21351,2.17,Very Good,J,SI2,60.8,59.0,13782,8.37,8.41,5.1
21352,0.5,Ideal,G,VVS2,61.8,54.0,1766,5.11,5.15,3.17
21353,0.4,Very Good,F,SI1,61.5,60.0,707,4.77,4.7,2.91
21354,1.0,Very Good,E,SI2,60.5,59.0,4435,6.44,6.48,3.91
21355,0.74,Premium,D,SI1,59.5,60.0,2369,5.95,5.88,3.52
21356,1.04,Premium,H,SI1,58.5,62.0,4659,6.67,6.64,3.89
21357,1.67,Premium,I,VS2,61.9,56.0,10736,7.64,7.6,4.72
21358,1.51,Premium,I,VVS2,62.1,58.0,9498,7.32,7.29,4.54
21359,1.0,Premium,D,SI1,62.5,59.0,5775,6.32,6.38,3.97
21360,0.4,Premium,F,VS1,61.4,58.0,982,4.73,4.75,2.91
21361,0.3,Premium,E,VVS2,60.1,59.0,789,4.32,4.37,2.61
21362,0.58,Ideal,E,VS2,62.0,57.0,1752,5.33,5.35,3.31
21363,1.25,Ideal,G,SI2,61.6,57.0,5259,6.91,6.98,4.28
21364,1.01,Premium,E,VS2,62.5,58.0,6606,6.44,6.4,4.01
21365,0.71,Ideal,G,SI1,62.9,57.0,2352,5.67,5.62,3.55
21366,0.35,Ideal,D,VS2,60.6,56.0,1063,4.57,4.54,2.76
21367,0.26,Ideal,G,VVS1,62.8,54.0,605,4.07,4.09,2.56
21368,1.45,Premium,F,VS2,61.1,58.0,11650,7.31,7.23,4.44
21369,0.9,Premium,F,SI2,62.3,57.0,3704,6.18,6.15,3.84
21370,0.34,Ideal,E,VS2,62.4,55.0,956,4.53,4.48,2.81
21371,0.3,Premium,G,SI1,62.6,57.0,574,4.34,4.25,2.69
21372,0.32,Very Good,I,VS2,63.2,56.0,576,4.38,4.32,2.75
21373,0.41,Ideal,I,VS1,61.9,55.0,878,4.82,4.78,2.97
21374,0.79,Premium,G,VS1,61.3,59.0,3053,5.97,5.91,3.64
21375,0.42,Very Good,D,SI2,62.0,59.0,672,4.78,4.83,2.98
21376,0.51,Very Good,H,SI1,61.2,55.0,1008,5.19,5.21,3.18
21377,0.31,Premium,F,VVS1,59.4,58.0,766,4.41,4.45,2.63
21378,1.06,Ideal,E,VS2,61.9,55.0,7275,6.54,6.58,4.06
21379,0.42,Premium,E,VS2,62.8,59.0,1024,4.8,4.76,3.0
21380,0.33,Ideal,G,VVS1,62.3,55.0,810,4.42,4.44,2.76
21381,1.01,Ideal,E,VVS2,61.7,57.0,11400,6.42,6.44,3.97
21382,1.1,Good,E,SI2,63.3,56.0,4065,6.53,6.58,4.15
21383,0.27,Ideal,H,VS1,62.2,56.0,449,4.12,4.15,2.57
21384,0.7,Very Good,E,VS2,62.8,56.0,2992,5.66,5.68,3.56
21385,1.12,Ideal,G,SI2,61.3,55.0,4990,6.74,6.7,4.12
21386,1.0,Premium,G,SI2,61.8,58.0,3808,6.44,6.4,3.97
21387,0.34,Ideal,G,VS2,61.1,55.0,765,4.55,4.52,2.77
21388,0.51,Premium,F,VS1,60.9,57.0,1836,5.27,5.17,3.18
21389,0.73,Ideal,G,VVS1,61.6,56.0,3487,5.77,5.82,3.57
21390,0.71,Very Good,E,SI1,61.7,61.0,2606,5.74,5.76,3.55
21391,0.5,Very Good,G,VVS2,62.1,61.0,1715,5.07,5.1,3.16
21392,0.33,Ideal,E,VVS2,61.7,57.0,1114,4.44,4.41,2.73
21393,0.31,Premium,G,VS2,61.5,59.0,698,4.35,4.33,2.67
21394,1.17,Ideal,G,VVS2,61.7,55.0,9110,6.77,6.74,4.17
21395,0.79,Premium,F,SI1,62.8,55.0,2656,5.94,5.88,3.71
21396,0.42,Premium,D,SI1,59.8,59.0,1040,4.91,4.86,2.92
21397,0.79,Ideal,H,IF,61.3,56.0,4046,5.96,5.98,3.66
21398,1.59,Premium,F,SI2,60.3,59.0,9972,7.6,7.55,4.57
21399,0.66,Ideal,G,SI1,61.7,55.0,1885,5.64,5.6,3.47
21400,1.55,Ideal,I,SI1,62.3,54.8,9117,7.37,7.39,4.61
21401,0.7,Very Good,G,VS2,63.1,55.0,2657,5.64,5.61,3.55
21402,0.71,Very Good,G,VS2,61.8,56.0,2647,5.69,5.74,3.53
21403,1.5,Good,G,VS2,59.0,58.0,11294,7.41,7.45,4.38
21404,0.35,Very Good,F,SI1,63.1,56.0,748,4.51,4.46,2.83
21405,0.7,Premium,E,SI1,61.9,60.0,2518,5.67,5.6,3.49
21406,0.24,Very Good,D,VVS2,58.7,61.0,485,4.04,4.07,2.38
21407,0.41,Ideal,D,SI1,61.7,56.0,744,4.77,4.8,2.95
21408,1.74,Premium,J,VS1,62.5,58.0,11050,7.67,7.65,4.79
21409,0.41,Good,F,SI1,63.7,58.0,904,4.74,4.71,3.01
21410,2.01,Fair,G,SI2,65.6,56.0,15562,7.89,7.84,6.16
21411,0.42,Premium,G,VS2,60.6,58.0,1087,4.88,4.83,2.94
21412,0.36,Very Good,E,VS2,62.3,58.0,789,4.51,4.55,2.82
21413,0.32,Very Good,D,VS2,62.0,57.0,758,4.38,4.42,2.73
21414,0.52,Very Good,F,VS2,61.9,59.0,1550,5.11,5.14,3.17
21415,0.36,Premium,E,VS2,60.3,59.0,1013,4.64,4.58,2.78
21416,1.16,Ideal,F,SI1,62.6,58.0,6768,6.68,6.73,4.2
21417,0.71,Ideal,J,SI1,61.6,57.0,1889,5.72,5.75,3.53
21418,1.01,Premium,E,SI2,58.6,58.0,4308,6.66,6.62,3.89
21419,0.45,Fair,F,SI1,66.8,59.0,794,4.79,4.63,3.16
21420,1.03,Very Good,D,SI2,62.8,56.0,4679,6.43,6.46,4.05
21421,0.35,Very Good,F,VS1,61.9,56.0,760,4.5,4.53,2.79
21422,0.7,Ideal,I,VS2,62.4,56.0,2056,5.71,5.66,3.55
21423,2.05,Ideal,J,VS1,61.8,58.0,15450,8.12,8.16,5.03
21424,0.33,Ideal,H,SI1,60.9,56.0,511,4.5,4.53,2.75
21425,0.81,Very Good,J,VS2,60.4,59.0,2283,6.04,6.11,3.67
21426,0.7,Very Good,H,VVS1,63.5,58.0,2682,5.63,5.59,3.56
21427,1.5,Ideal,I,VS1,62.2,54.0,10406,7.33,7.4,4.57
21428,0.75,Very Good,D,SI1,61.8,57.0,3048,5.78,5.81,3.58
21429,1.5,Premium,G,SI2,61.8,60.0,6224,7.28,7.25,4.49
21430,0.37,Ideal,E,VS1,61.4,55.0,1087,4.62,4.66,2.85
21431,1.02,Premium,H,I1,62.5,60.0,3141,6.39,6.41,4.0
21432,1.16,Premium,H,SI1,59.6,58.0,4814,6.86,6.83,4.08
21433,0.72,Premium,F,SI1,61.8,61.0,2777,5.82,5.71,3.56
21434,1.23,Premium,I,SI2,62.4,58.0,5269,6.86,6.82,4.27
21435,1.37,Very Good,G,SI2,63.4,61.0,6781,6.95,7.03,4.43
21436,0.27,Ideal,F,VS2,61.9,54.0,583,4.14,4.16,2.57
21437,0.4,Premium,E,SI1,61.4,58.0,882,4.81,4.77,2.94
21438,0.55,Very Good,E,VS2,61.5,56.0,1786,5.25,5.28,3.24
21439,0.32,Very Good,I,IF,61.9,59.0,673,4.37,4.39,2.71
21440,1.02,Ideal,G,VS2,60.5,57.0,6356,6.51,6.55,3.95
21441,0.42,Premium,H,VS2,62.1,57.0,992,4.8,4.76,2.97
21442,1.14,Very Good,I,SI1,62.6,55.0,4840,6.66,6.72,4.19
21443,0.34,Ideal,E,SI2,61.4,55.0,454,4.5,4.52,2.77
21444,1.01,Premium,H,I1,58.4,60.0,2206,6.53,6.48,3.8
21445,0.52,Very Good,E,SI1,63.0,54.0,1330,5.11,5.15,3.23
21446,0.7,Premium,G,SI2,58.9,59.0,1636,5.73,5.7,3.37
21447,0.96,Very Good,G,SI1,60.3,57.0,4265,6.35,6.38,3.84
21448,1.21,Ideal,G,VS2,59.8,57.0,8097,6.98,6.9,4.15
21449,1.36,Premium,H,VS2,61.9,58.0,8718,7.09,7.15,4.41
21450,1.15,Very Good,H,SI2,63.2,58.0,4767,6.64,6.68,4.21
21451,1.22,Very Good,G,VVS2,59.3,58.0,9706,6.97,6.99,4.14
21452,0.41,Ideal,I,VVS2,61.7,56.0,827,4.77,4.8,2.95
21453,1.01,Very Good,D,VS2,62.8,57.0,7278,6.33,6.4,4.0
21454,0.3,Ideal,G,VVS2,60.9,57.0,684,4.32,4.35,2.64
21455,0.64,Very Good,D,VS2,58.6,59.0,2332,5.7,5.74,3.35
21456,0.7,Very Good,E,SI1,63.2,60.0,2777,5.6,5.51,3.51
21457,1.02,Premium,F,SI2,62.0,59.0,4238,6.42,6.33,3.95
21458,0.37,Very Good,F,SI1,62.4,59.0,616,4.56,4.6,2.86
21459,1.09,Very Good,H,SI2,60.9,57.0,4349,6.64,6.69,4.06
21460,0.51,Ideal,H,IF,62.0,54.0,1879,5.14,5.18,3.2
21461,0.7,Premium,G,VVS2,60.6,60.0,2999,5.77,5.69,3.47
21462,1.03,Premium,E,VS2,62.5,59.0,6183,6.44,6.42,4.02
21463,1.01,Very Good,D,SI2,61.9,58.0,4727,6.43,6.49,4.0
21464,1.4,Ideal,H,VS2,63.0,56.0,8977,7.13,7.07,4.47
21465,1.15,Ideal,J,VS1,61.5,55.0,5152,6.81,6.76,4.17
21466,0.6,Ideal,F,VVS2,63.0,55.0,2143,5.39,5.37,3.39
21467,0.3,Ideal,I,VVS1,61.9,57.0,709,4.35,4.31,2.68
21468,0.44,Very Good,E,SI2,63.2,59.0,878,4.85,4.8,3.05
21469,2.0,Ideal,H,VS2,62.4,55.0,15451,8.03,7.94,4.99
21470,1.32,Ideal,G,SI1,61.9,57.0,7414,7.05,7.01,4.35
21471,0.39,Ideal,I,VVS2,62.0,56.0,750,4.67,4.72,2.91
21472,0.4,Ideal,G,VVS1,62.4,54.0,1043,4.73,4.75,2.96
21473,0.9,Very Good,E,SI1,63.5,55.0,3508,6.22,6.12,3.92
21474,0.72,Ideal,D,SI1,61.9,55.0,2954,5.75,5.78,3.57
21475,0.31,Very Good,E,VS2,61.8,59.0,680,4.3,4.37,2.68
21476,1.82,Ideal,F,SI1,61.8,58.0,15802,7.8,7.84,4.83
21477,1.0,Fair,H,VS1,55.8,60.0,5460,6.66,6.61,3.7
21478,0.41,Premium,G,VVS2,61.6,56.0,1076,4.78,4.76,2.94
21479,0.9,Good,F,SI1,64.7,54.0,3954,6.04,6.08,3.92
21480,0.39,Fair,G,IF,57.1,61.0,1127,4.83,4.88,2.77
21481,1.51,Fair,H,VS1,58.0,67.0,11263,7.63,7.57,4.41
21482,1.65,Very Good,H,VS1,62.0,58.0,12773,7.56,7.66,4.72
21483,0.63,Ideal,D,SI1,61.1,56.0,1779,5.52,5.58,3.39
21484,1.01,Good,D,SI1,61.7,62.0,5443,6.3,6.34,3.9
21485,1.51,Premium,E,VS2,62.2,59.0,14300,7.36,7.31,4.56
21486,1.61,Very Good,G,SI1,62.6,56.0,12028,7.44,7.54,4.69
21487,0.38,Ideal,E,IF,62.2,54.1,1402,4.64,4.67,2.89
21488,0.5,Very Good,E,VVS2,59.3,56.0,2168,5.25,5.3,3.13
21489,1.01,Ideal,F,VS1,61.1,59.0,7870,6.46,6.5,3.96
21490,1.23,Ideal,H,VS2,61.5,57.0,8541,6.92,6.87,4.24
21491,1.11,Ideal,I,VS2,62.2,56.0,5073,6.69,6.62,4.14
21492,1.51,Ideal,F,VS2,62.2,53.0,13646,7.31,7.35,4.56
21493,1.0,Very Good,E,SI2,62.2,59.0,4312,6.35,6.38,3.96
21494,0.57,Very Good,G,VS2,62.1,57.0,1608,5.27,5.3,3.28
21495,0.27,Very Good,E,VVS2,62.0,59.0,620,4.14,4.18,2.58
21496,1.34,Premium,F,VS2,61.1,58.0,10431,7.12,7.05,4.33
21497,1.2,Good,J,VS1,64.1,57.0,5601,6.68,6.74,4.3
21498,0.43,Good,F,VS1,57.9,61.0,931,4.99,5.03,2.9
21499,1.09,Premium,E,SI1,62.5,57.0,5640,6.61,6.55,4.11
21500,1.02,Ideal,H,SI1,61.6,56.0,4476,6.51,6.55,4.02
21501,0.32,Ideal,J,VVS1,60.8,56.0,494,4.47,4.48,2.72
21502,2.01,Very Good,J,SI1,62.2,59.0,12084,7.93,8.01,4.96
21503,0.91,Very Good,E,SI1,63.5,57.0,4138,6.11,6.07,3.87
21504,0.6,Very Good,H,VS2,64.2,57.0,1597,5.27,5.32,3.4
21505,2.03,Very Good,I,VS1,63.2,60.0,15086,8.01,7.98,5.05
21506,2.12,Ideal,I,SI2,61.0,57.0,15647,8.28,8.31,5.06
21507,1.14,Good,G,I1,63.7,56.0,2327,6.63,6.55,4.2
21508,0.57,Ideal,G,VS1,59.3,57.0,1942,5.42,5.45,3.23
21509,0.41,Ideal,F,SI2,62.6,57.0,603,4.68,4.77,2.96
21510,1.51,Ideal,F,SI1,61.5,55.0,12152,7.39,7.35,4.53
21511,0.54,Premium,G,VS1,61.1,59.0,1754,5.22,5.26,3.2
21512,1.06,Premium,I,SI2,58.4,58.0,4007,6.7,6.65,3.9
21513,0.41,Ideal,D,VS2,62.8,55.0,1076,4.73,4.7,2.96
21514,1.1,Premium,H,SI2,59.5,57.0,4004,6.81,6.74,4.03
21515,1.21,Ideal,H,VS2,62.9,55.0,7513,6.77,6.8,4.27
21516,1.15,Very Good,E,SI2,63.1,63.0,5193,6.63,6.53,4.15
21517,0.41,Ideal,E,VVS2,61.1,56.0,1243,4.85,4.8,2.95
21518,0.25,Ideal,F,VS1,61.8,57.0,436,4.07,4.09,2.52
21519,1.51,Premium,D,SI1,59.6,58.0,12738,7.51,7.48,4.47
21520,0.39,Ideal,D,VS1,61.8,57.0,979,4.68,4.7,2.9
21521,0.5,Very Good,E,SI2,58.0,63.0,1009,5.22,5.19,3.02
21522,1.34,Premium,I,VS2,61.8,59.0,6754,7.07,7.04,4.36
21523,1.0,Ideal,H,SI2,58.3,61.0,4390,6.56,6.61,3.84
21524,0.51,Premium,F,VS2,62.1,58.0,1569,5.09,5.12,3.17
21525,1.06,Ideal,I,SI1,61.2,56.0,4630,6.64,6.6,4.05
21526,0.8,Ideal,I,VS1,62.2,58.0,2906,5.92,5.95,3.69
21527,0.96,Ideal,G,VS1,61.1,56.0,6807,6.34,6.39,3.89
21528,1.52,Ideal,G,SI1,60.7,57.0,9704,7.41,7.38,4.49
21529,0.31,Ideal,I,VS1,62.8,57.0,628,4.32,4.28,2.7
21530,0.32,Ideal,E,VS2,62.0,55.0,804,4.41,4.37,2.72
21531,0.9,Ideal,G,VVS2,61.6,56.0,6302,6.2,6.23,3.83
21532,1.26,Ideal,H,VS1,61.4,56.0,7691,7.01,6.97,4.29
21533,1.37,Ideal,I,VS2,61.5,56.0,6343,7.14,7.11,4.38
21534,1.15,Ideal,G,VS2,62.2,54.0,5008,6.74,6.65,4.17
21535,0.7,Very Good,H,VS1,62.5,61.0,2453,5.62,5.67,3.53
21536,1.55,Premium,H,VS2,61.7,59.0,11428,7.44,7.4,4.58
21537,0.57,Ideal,G,VS2,61.0,55.0,1725,5.38,5.4,3.29
21538,0.43,Ideal,J,SI1,61.9,54.0,708,4.88,4.84,3.01
21539,0.28,Very Good,H,VS2,61.6,57.0,429,4.22,4.25,2.61
21540,1.3,Premium,F,VVS1,59.3,59.0,14196,7.11,7.08,4.22
21541,1.05,Premium,F,VS1,61.0,58.0,7879,6.6,6.55,4.01
21542,0.62,Premium,E,VVS2,62.0,56.0,2618,5.48,5.42,3.38
21543,1.4,Very Good,I,VS2,59.2,60.0,7702,7.35,7.3,4.34
21544,1.51,Premium,J,VVS2,62.5,59.0,8930,7.34,7.29,4.57
21545,0.74,Very Good,E,SI2,63.3,59.0,1632,5.82,5.78,3.67
21546,1.12,Premium,F,VS1,61.8,59.0,7761,6.65,6.75,4.14
21547,1.52,Fair,H,SI2,64.9,58.0,7388,7.23,7.19,4.68
21548,1.02,Good,E,VS1,63.9,56.0,7602,6.33,6.38,4.06
21549,0.4,Premium,H,VS1,62.7,59.0,731,4.63,4.71,2.93
21550,1.01,Good,F,SI2,61.3,62.0,4028,6.44,6.48,3.96
21551,0.42,Ideal,G,VS1,61.3,57.0,984,4.81,4.78,2.94
21552,1.24,Ideal,J,VS2,61.7,55.0,5412,6.91,6.96,4.28
21553,0.4,Very Good,G,SI1,62.7,59.0,702,4.67,4.71,2.94
21554,0.32,Ideal,E,VVS2,60.9,55.0,837,4.41,4.43,2.69
21555,0.32,Ideal,G,VS1,61.6,55.0,665,4.43,4.46,2.74
21556,1.8,Premium,J,VS1,58.2,61.0,11329,8.07,7.95,4.66
21557,0.59,Very Good,F,SI1,61.4,58.0,1595,5.39,5.45,3.33
21558,1.03,Very Good,G,SI1,63.1,58.0,4903,6.41,6.37,4.03
21559,1.07,Premium,F,SI2,62.4,57.0,4573,6.58,6.53,4.09
21560,0.36,Premium,E,SI1,61.3,56.0,810,4.62,4.58,2.82
21561,1.0,Good,E,SI1,63.7,60.0,5082,6.24,6.29,3.99
21562,0.4,Ideal,G,VS1,62.4,57.0,1125,4.74,4.72,2.95
21563,0.53,Ideal,F,VVS1,61.4,56.0,2618,5.21,5.25,3.21
21564,0.35,Good,J,SI1,63.3,56.0,409,4.5,4.53,2.86
21565,1.7,Very Good,D,SI2,60.8,59.0,11431,7.76,7.83,4.75
21566,0.74,Ideal,I,VVS1,62.3,55.0,2715,5.77,5.82,3.61
21567,0.37,Very Good,G,SI2,63.3,55.0,624,4.61,4.58,2.91
21568,0.5,Ideal,G,VS1,62.0,55.0,1746,5.11,5.05,3.15
21569,1.04,Very Good,J,SI2,63.2,58.6,3924,6.35,6.39,4.03
21570,0.52,Very Good,E,VS2,62.2,56.0,1665,5.16,5.17,3.21
21571,1.25,Ideal,J,SI1,62.4,57.0,5252,6.86,6.92,4.3
21572,0.27,Very Good,J,VVS2,60.8,57.0,443,4.16,4.2,2.54
21573,0.82,Ideal,I,SI2,61.1,57.0,2075,6.05,6.09,3.71
21574,0.6,Very Good,G,IF,61.6,56.0,2800,5.43,5.46,3.35
21575,1.06,Ideal,G,VS1,61.7,57.0,8093,6.52,6.57,4.04
21576,0.5,Fair,E,SI1,65.1,58.0,1114,5.04,4.94,3.25
21577,0.95,Premium,J,VVS2,62.6,59.0,3669,6.23,6.26,3.91
21578,0.33,Ideal,G,VS2,62.6,56.0,743,4.41,4.38,2.75
21579,0.32,Ideal,G,VS1,62.3,55.0,559,4.39,4.41,2.74
21580,0.6,Ideal,H,VVS1,61.0,56.0,2568,5.44,5.47,3.33
21581,0.9,Good,F,SI2,63.1,57.0,3267,6.11,6.18,3.88
21582,0.73,Good,E,SI1,63.2,58.0,2796,5.7,5.76,3.62
21583,0.7,Very Good,H,VS1,61.5,58.0,2394,5.66,5.72,3.5
21584,0.62,Fair,F,SI1,55.1,66.0,1641,5.85,5.7,3.18
21585,0.75,Premium,E,SI2,61.9,57.0,2829,5.88,5.82,3.62
21586,0.31,Ideal,E,VVS2,60.8,57.0,816,4.36,4.39,2.66
21587,0.3,Very Good,F,SI2,63.3,55.0,506,4.33,4.29,2.73
21588,1.02,Premium,D,SI2,60.3,58.0,4718,6.52,6.48,3.92
21589,0.83,Ideal,D,VS2,62.0,54.9,4378,6.03,6.04,3.74
21590,0.31,Premium,G,VS1,59.9,59.0,617,4.44,4.41,2.65
21591,0.52,Premium,D,SI1,62.7,58.0,1605,5.2,5.16,3.25
21592,0.54,Ideal,H,VS1,61.9,56.0,1637,5.24,5.2,3.23
21593,0.4,Ideal,G,VVS1,61.6,57.0,1123,4.75,4.76,2.93
21594,0.43,Good,F,SI1,63.7,57.0,984,4.79,4.73,3.04
21595,0.51,Good,E,VS1,57.9,63.0,1760,5.24,5.39,3.08
21596,0.9,Ideal,G,SI2,61.5,57.0,3722,6.07,6.19,3.77
21597,0.51,Ideal,G,VVS2,61.1,56.0,1875,5.15,5.19,3.16
21598,0.4,Good,G,SI1,63.4,58.0,655,4.66,4.71,2.97
21599,0.4,Ideal,F,VVS1,61.7,57.0,1206,4.75,4.72,2.92
21600,0.36,Very Good,G,VS1,61.4,55.0,903,4.63,4.65,2.85
21601,1.13,Premium,E,SI2,62.5,57.0,3898,6.68,6.63,4.16
21602,0.32,Very Good,G,VS2,60.2,57.0,561,4.42,4.45,2.67
21603,0.31,Ideal,E,VS2,62.4,53.0,642,4.33,4.36,2.71
21604,1.41,Premium,E,VS2,61.3,58.0,11269,7.29,7.25,4.46
